Date,Close
1/2/80 16:00,1.69
1/3/80 16:00,1.67
1/4/80 16:00,1.67
1/7/80 16:00,1.69
1/8/80 16:00,1.67
1/9/80 16:00,1.75
1/10/80 16:00,1.72
1/11/80 16:00,1.72
1/14/80 16:00,1.72
1/15/80 16:00,1.73
1/16/80 16:00,1.77
1/17/80 16:00,1.77
1/18/80 16:00,1.78
1/21/80 16:00,1.88
1/22/80 16:00,1.89
1/23/80 16:00,1.88
1/24/80 16:00,1.77
1/25/80 16:00,1.75
1/28/80 16:00,1.75
1/29/80 16:00,1.77
1/30/80 16:00,1.72
1/31/80 16:00,1.75
2/1/80 16:00,1.69
2/4/80 16:00,1.67
2/5/80 16:00,1.66
2/6/80 16:00,1.64
2/7/80 16:00,1.7
2/8/80 16:00,1.69
2/11/80 16:00,1.64
2/12/80 16:00,1.69
2/13/80 16:00,1.66
2/14/80 16:00,1.66
2/15/80 16:00,1.56
2/19/80 16:00,1.59
2/20/80 16:00,1.63
2/21/80 16:00,1.53
2/22/80 16:00,1.48
2/25/80 16:00,1.47
2/26/80 16:00,1.47
2/27/80 16:00,1.48
2/28/80 16:00,1.5
2/29/80 16:00,1.53
3/3/80 16:00,1.5
3/4/80 16:00,1.45
3/5/80 16:00,1.42
3/6/80 16:00,1.33
3/7/80 16:00,1.33
3/10/80 16:00,1.3
3/11/80 16:00,1.33
3/12/80 16:00,1.38
3/13/80 16:00,1.44
3/14/80 16:00,1.41
3/17/80 16:00,1.41
3/18/80 16:00,1.39
3/19/80 16:00,1.44
3/20/80 16:00,1.44
3/21/80 16:00,1.44
3/24/80 16:00,1.38
3/25/80 16:00,1.36
3/26/80 16:00,1.34
3/27/80 16:00,1.3
3/28/80 16:00,1.38
3/31/80 16:00,1.42
4/1/80 16:00,1.47
4/2/80 16:00,1.52
4/3/80 16:00,1.53
4/7/80 16:00,1.53
4/8/80 16:00,1.53
4/9/80 16:00,1.56
4/10/80 16:00,1.63
4/11/80 16:00,1.63
4/14/80 16:00,1.63
4/15/80 16:00,1.59
4/16/80 16:00,1.64
4/17/80 16:00,1.69
4/18/80 16:00,1.69
4/21/80 16:00,1.69
4/22/80 16:00,1.69
4/23/80 16:00,1.7
4/24/80 16:00,1.7
4/25/80 16:00,1.69
4/28/80 16:00,1.7
4/29/80 16:00,1.7
4/30/80 16:00,1.69
5/1/80 16:00,1.7
5/2/80 16:00,1.7
5/5/80 16:00,1.77
5/6/80 16:00,1.78
5/7/80 16:00,1.89
5/8/80 16:00,1.84
5/9/80 16:00,1.8
5/12/80 16:00,1.75
5/13/80 16:00,1.75
5/14/80 16:00,1.78
5/15/80 16:00,1.75
5/16/80 16:00,1.75
5/19/80 16:00,1.72
5/20/80 16:00,1.77
5/21/80 16:00,1.73
5/22/80 16:00,1.75
5/23/80 16:00,1.77
5/27/80 16:00,1.77
5/28/80 16:00,1.77
5/29/80 16:00,1.77
5/30/80 16:00,1.8
6/2/80 16:00,1.78
6/3/80 16:00,1.77
6/4/80 16:00,1.77
6/5/80 16:00,1.81
6/9/80 16:00,1.84
6/10/80 16:00,1.81
6/11/80 16:00,1.81
6/12/80 16:00,1.78
6/13/80 16:00,1.8
6/16/80 16:00,1.83
6/17/80 16:00,1.84
6/18/80 16:00,1.77
6/19/80 16:00,1.73
6/20/80 16:00,1.72
6/23/80 16:00,1.75
6/24/80 16:00,1.75
6/25/80 16:00,1.75
6/26/80 16:00,1.78
6/27/80 16:00,1.83
6/30/80 16:00,1.84
7/1/80 16:00,1.84
7/2/80 16:00,1.92
7/3/80 16:00,1.92
7/7/80 16:00,1.95
7/8/80 16:00,2
7/9/80 16:00,1.98
7/10/80 16:00,1.95
7/11/80 16:00,2
7/14/80 16:00,1.98
7/15/80 16:00,2
7/16/80 16:00,2.03
7/17/80 16:00,2.02
7/18/80 16:00,2.06
7/21/80 16:00,2
7/22/80 16:00,1.98
7/23/80 16:00,1.95
7/24/80 16:00,1.88
7/25/80 16:00,1.89
7/28/80 16:00,1.94
7/29/80 16:00,2
7/30/80 16:00,2.03
7/31/80 16:00,1.94
8/1/80 16:00,1.97
8/4/80 16:00,2.02
8/5/80 16:00,2
8/6/80 16:00,1.98
8/7/80 16:00,2.03
8/8/80 16:00,1.98
8/11/80 16:00,2.02
8/12/80 16:00,1.98
8/13/80 16:00,1.92
8/14/80 16:00,1.95
8/15/80 16:00,1.98
8/18/80 16:00,1.94
8/19/80 16:00,1.91
8/20/80 16:00,1.91
8/21/80 16:00,1.89
8/22/80 16:00,1.89
8/25/80 16:00,1.89
8/26/80 16:00,1.91
8/27/80 16:00,1.91
8/28/80 16:00,1.91
8/29/80 16:00,1.89
9/2/80 16:00,1.91
9/3/80 16:00,1.94
9/4/80 16:00,1.95
9/5/80 16:00,1.94
9/8/80 16:00,1.91
9/9/80 16:00,1.92
9/10/80 16:00,1.94
9/11/80 16:00,1.94
9/12/80 16:00,1.92
9/15/80 16:00,1.84
9/16/80 16:00,1.84
9/17/80 16:00,1.86
9/18/80 16:00,1.86
9/19/80 16:00,1.81
9/22/80 16:00,1.8
9/23/80 16:00,1.78
9/24/80 16:00,1.78
9/25/80 16:00,1.78
9/26/80 16:00,1.72
9/29/80 16:00,1.67
9/30/80 16:00,1.66
10/1/80 16:00,1.63
10/2/80 16:00,1.64
10/3/80 16:00,1.64
10/6/80 16:00,1.66
10/7/80 16:00,1.64
10/8/80 16:00,1.67
10/9/80 16:00,1.67
10/10/80 16:00,1.67
10/13/80 16:00,1.67
10/14/80 16:00,1.66
10/15/80 16:00,1.67
10/16/80 16:00,1.64
10/17/80 16:00,1.63
10/20/80 16:00,1.64
10/21/80 16:00,1.63
10/22/80 16:00,1.61
10/23/80 16:00,1.66
10/24/80 16:00,1.64
10/27/80 16:00,1.63
10/28/80 16:00,1.64
10/29/80 16:00,1.66
10/30/80 16:00,1.64
10/31/80 16:00,1.64
11/3/80 16:00,1.66
11/5/80 16:00,1.69
11/6/80 16:00,1.63
11/7/80 16:00,1.59
11/10/80 16:00,1.58
11/11/80 16:00,1.63
11/12/80 16:00,1.69
11/13/80 16:00,1.67
11/14/80 16:00,1.61
11/17/80 16:00,1.64
11/18/80 16:00,1.61
11/19/80 16:00,1.61
11/20/80 16:00,1.61
11/21/80 16:00,1.61
11/24/80 16:00,1.64
11/25/80 16:00,1.66
11/26/80 16:00,1.64
11/28/80 16:00,1.64
12/1/80 16:00,1.61
12/2/80 16:00,1.63
12/3/80 16:00,1.58
12/4/80 16:00,1.59
12/5/80 16:00,1.58
12/8/80 16:00,1.56
12/9/80 16:00,1.55
12/10/80 16:00,1.55
12/11/80 16:00,1.55
12/12/80 16:00,1.56
12/15/80 16:00,1.56
12/16/80 16:00,1.56
12/17/80 16:00,1.59
12/18/80 16:00,1.69
12/19/80 16:00,1.67
12/22/80 16:00,1.69
12/23/80 16:00,1.73
12/24/80 16:00,1.72
12/26/80 16:00,1.72
12/29/80 16:00,1.69
12/30/80 16:00,1.67
12/31/80 16:00,1.69
1/2/81 16:00,1.69
1/5/81 16:00,1.78
1/6/81 16:00,1.78
1/7/81 16:00,1.77
1/8/81 16:00,1.73
1/9/81 16:00,1.73
1/12/81 16:00,1.7
1/13/81 16:00,1.69
1/14/81 16:00,1.69
1/15/81 16:00,1.66
1/16/81 16:00,1.69
1/19/81 16:00,1.7
1/20/81 16:00,1.69
1/21/81 16:00,1.7
1/22/81 16:00,1.7
1/23/81 16:00,1.69
1/26/81 16:00,1.69
1/27/81 16:00,1.66
1/28/81 16:00,1.69
1/29/81 16:00,1.67
1/30/81 16:00,1.69
2/2/81 16:00,1.67
2/3/81 16:00,1.69
2/4/81 16:00,1.72
2/5/81 16:00,1.75
2/6/81 16:00,1.8
2/9/81 16:00,1.78
2/10/81 16:00,1.83
2/11/81 16:00,1.86
2/12/81 16:00,1.84
2/13/81 16:00,1.81
2/17/81 16:00,1.78
2/18/81 16:00,1.77
2/19/81 16:00,1.77
2/20/81 16:00,1.81
2/23/81 16:00,1.84
2/24/81 16:00,1.86
2/25/81 16:00,1.84
2/26/81 16:00,1.84
2/27/81 16:00,1.86
3/2/81 16:00,1.83
3/3/81 16:00,1.83
3/4/81 16:00,1.91
3/5/81 16:00,1.91
3/6/81 16:00,1.89
3/9/81 16:00,1.84
3/10/81 16:00,1.86
3/11/81 16:00,1.88
3/12/81 16:00,1.88
3/13/81 16:00,1.91
3/16/81 16:00,1.91
3/17/81 16:00,1.94
3/18/81 16:00,1.95
3/19/81 16:00,1.97
3/20/81 16:00,1.98
3/23/81 16:00,2.03
3/24/81 16:00,2.06
3/25/81 16:00,2.08
3/26/81 16:00,2.08
3/27/81 16:00,2.05
3/30/81 16:00,2.02
3/31/81 16:00,2.06
4/1/81 16:00,2.05
4/2/81 16:00,2.03
4/3/81 16:00,2.05
4/6/81 16:00,2.03
4/7/81 16:00,2.03
4/8/81 16:00,2
4/9/81 16:00,2.03
4/10/81 16:00,2.02
4/13/81 16:00,1.98
4/14/81 16:00,1.98
4/15/81 16:00,2.02
4/16/81 16:00,2.05
4/20/81 16:00,2
4/21/81 16:00,2.02
4/22/81 16:00,2
4/23/81 16:00,2.02
4/24/81 16:00,2.02
4/27/81 16:00,2.02
4/28/81 16:00,2.02
4/29/81 16:00,2.02
4/30/81 16:00,2.03
5/1/81 16:00,2.03
5/4/81 16:00,1.97
5/5/81 16:00,1.94
5/6/81 16:00,1.95
5/7/81 16:00,1.94
5/8/81 16:00,1.94
5/11/81 16:00,1.95
5/12/81 16:00,1.91
5/13/81 16:00,1.88
5/14/81 16:00,1.89
5/15/81 16:00,1.88
5/18/81 16:00,1.89
5/19/81 16:00,1.91
5/20/81 16:00,1.91
5/21/81 16:00,1.97
5/22/81 16:00,1.95
5/26/81 16:00,1.98
5/27/81 16:00,1.94
5/28/81 16:00,1.92
5/29/81 16:00,1.91
6/1/81 16:00,1.89
6/2/81 16:00,1.89
6/3/81 16:00,1.89
6/4/81 16:00,1.89
6/5/81 16:00,1.92
6/8/81 16:00,1.88
6/9/81 16:00,1.86
6/10/81 16:00,1.83
6/11/81 16:00,1.94
6/12/81 16:00,1.97
6/15/81 16:00,2.03
6/16/81 16:00,2.06
6/17/81 16:00,2.09
6/18/81 16:00,2.11
6/19/81 16:00,2.08
6/22/81 16:00,2.14
6/23/81 16:00,2.23
6/24/81 16:00,2.17
6/25/81 16:00,2.14
6/26/81 16:00,2.08
6/29/81 16:00,2.06
6/30/81 16:00,2.05
7/1/81 16:00,2.02
7/2/81 16:00,1.98
7/6/81 16:00,1.98
7/7/81 16:00,1.97
7/8/81 16:00,1.94
7/9/81 16:00,1.95
7/10/81 16:00,1.95
7/13/81 16:00,1.94
7/14/81 16:00,1.91
7/15/81 16:00,1.91
7/16/81 16:00,1.91
7/17/81 16:00,1.88
7/20/81 16:00,1.86
7/21/81 16:00,1.86
7/22/81 16:00,1.8
7/23/81 16:00,1.75
7/24/81 16:00,1.81
7/27/81 16:00,1.86
7/28/81 16:00,1.83
7/29/81 16:00,1.8
7/30/81 16:00,1.81
7/31/81 16:00,1.81
8/3/81 16:00,1.77
8/4/81 16:00,1.73
8/5/81 16:00,1.73
8/6/81 16:00,1.75
8/7/81 16:00,1.77
8/10/81 16:00,1.78
8/11/81 16:00,1.81
8/12/81 16:00,1.84
8/13/81 16:00,1.84
8/14/81 16:00,1.81
8/17/81 16:00,1.81
8/18/81 16:00,1.78
8/19/81 16:00,1.78
8/20/81 16:00,1.75
8/21/81 16:00,1.75
8/24/81 16:00,1.73
8/25/81 16:00,1.7
8/26/81 16:00,1.67
8/27/81 16:00,1.69
8/28/81 16:00,1.69
8/31/81 16:00,1.69
9/1/81 16:00,1.67
9/2/81 16:00,1.75
9/3/81 16:00,1.72
9/4/81 16:00,1.72
9/8/81 16:00,1.67
9/9/81 16:00,1.69
9/10/81 16:00,1.7
9/11/81 16:00,1.8
9/14/81 16:00,1.81
9/15/81 16:00,1.83
9/16/81 16:00,1.81
9/17/81 16:00,1.81
9/18/81 16:00,1.81
9/21/81 16:00,1.78
9/22/81 16:00,1.73
9/23/81 16:00,1.7
9/24/81 16:00,1.69
9/25/81 16:00,1.67
9/28/81 16:00,1.66
9/29/81 16:00,1.69
9/30/81 16:00,1.69
10/1/81 16:00,1.72
10/2/81 16:00,1.8
10/5/81 16:00,1.77
10/6/81 16:00,1.75
10/7/81 16:00,1.73
10/8/81 16:00,1.75
10/9/81 16:00,1.77
10/12/81 16:00,1.75
10/13/81 16:00,1.78
10/14/81 16:00,1.77
10/15/81 16:00,1.75
10/16/81 16:00,1.73
10/19/81 16:00,1.77
10/20/81 16:00,1.8
10/21/81 16:00,1.83
10/22/81 16:00,1.81
10/23/81 16:00,1.78
10/26/81 16:00,1.78
10/27/81 16:00,1.77
10/28/81 16:00,1.78
10/29/81 16:00,1.77
10/30/81 16:00,1.8
11/2/81 16:00,1.83
11/3/81 16:00,1.89
11/4/81 16:00,1.91
11/5/81 16:00,1.92
11/6/81 16:00,1.91
11/9/81 16:00,1.92
11/10/81 16:00,1.97
11/11/81 16:00,1.95
11/12/81 16:00,1.98
11/13/81 16:00,1.98
11/16/81 16:00,1.97
11/17/81 16:00,1.95
11/18/81 16:00,1.97
11/19/81 16:00,1.95
11/20/81 16:00,1.94
11/23/81 16:00,1.94
11/24/81 16:00,1.94
11/25/81 16:00,1.92
11/27/81 16:00,1.94
11/30/81 16:00,1.91
12/1/81 16:00,1.94
12/2/81 16:00,1.91
12/3/81 16:00,1.95
12/4/81 16:00,1.94
12/7/81 16:00,1.95
12/8/81 16:00,1.92
12/9/81 16:00,1.92
12/10/81 16:00,2
12/11/81 16:00,1.95
12/14/81 16:00,1.92
12/15/81 16:00,1.92
12/16/81 16:00,1.91
12/17/81 16:00,1.91
12/18/81 16:00,1.89
12/21/81 16:00,1.89
12/22/81 16:00,1.91
12/23/81 16:00,1.88
12/24/81 16:00,1.88
12/28/81 16:00,1.88
12/29/81 16:00,1.86
12/30/81 16:00,1.86
12/31/81 16:00,1.86
1/4/82 16:00,1.91
1/5/82 16:00,1.86
1/6/82 16:00,1.84
1/7/82 16:00,1.84
1/8/82 16:00,1.84
1/11/82 16:00,1.84
1/12/82 16:00,1.83
1/13/82 16:00,1.8
1/14/82 16:00,1.78
1/15/82 16:00,1.78
1/18/82 16:00,1.81
1/19/82 16:00,1.83
1/20/82 16:00,1.81
1/21/82 16:00,1.81
1/22/82 16:00,1.83
1/25/82 16:00,1.81
1/26/82 16:00,1.83
1/27/82 16:00,1.83
1/28/82 16:00,1.84
1/29/82 16:00,1.88
2/1/82 16:00,1.89
2/2/82 16:00,1.86
2/3/82 16:00,1.86
2/4/82 16:00,1.88
2/5/82 16:00,1.88
2/8/82 16:00,1.88
2/9/82 16:00,1.89
2/10/82 16:00,1.88
2/11/82 16:00,1.91
2/12/82 16:00,1.88
2/16/82 16:00,1.83
2/17/82 16:00,1.83
2/18/82 16:00,1.8
2/19/82 16:00,1.77
2/22/82 16:00,1.8
2/23/82 16:00,1.75
2/24/82 16:00,1.77
2/25/82 16:00,1.8
2/26/82 16:00,1.83
3/1/82 16:00,1.78
3/2/82 16:00,1.8
3/3/82 16:00,1.73
3/4/82 16:00,1.69
3/5/82 16:00,1.7
3/8/82 16:00,1.72
3/9/82 16:00,1.72
3/10/82 16:00,1.72
3/11/82 16:00,1.72
3/12/82 16:00,1.69
3/15/82 16:00,1.7
3/16/82 16:00,1.7
3/18/82 16:00,1.7
3/19/82 16:00,1.72
3/22/82 16:00,1.72
3/23/82 16:00,1.73
3/24/82 16:00,1.77
3/25/82 16:00,1.75
3/26/82 16:00,1.75
3/29/82 16:00,1.75
3/30/82 16:00,1.73
3/31/82 16:00,1.72
4/1/82 16:00,1.75
4/2/82 16:00,1.73
4/5/82 16:00,1.73
4/6/82 16:00,1.7
4/7/82 16:00,1.7
4/8/82 16:00,1.73
4/12/82 16:00,1.7
4/13/82 16:00,1.73
4/14/82 16:00,1.7
4/15/82 16:00,1.72
4/16/82 16:00,1.7
4/19/82 16:00,1.72
4/20/82 16:00,1.67
4/21/82 16:00,1.69
4/22/82 16:00,1.69
4/23/82 16:00,1.7
4/26/82 16:00,1.7
4/27/82 16:00,1.73
4/28/82 16:00,1.72
4/29/82 16:00,1.73
4/30/82 16:00,1.77
5/3/82 16:00,1.77
5/4/82 16:00,1.75
5/5/82 16:00,1.75
5/6/82 16:00,1.73
5/7/82 16:00,1.73
5/10/82 16:00,1.73
5/11/82 16:00,1.75
5/12/82 16:00,1.73
5/13/82 16:00,1.72
5/14/82 16:00,1.7
5/17/82 16:00,1.67
5/18/82 16:00,1.69
5/19/82 16:00,1.7
5/20/82 16:00,1.73
5/21/82 16:00,1.72
5/24/82 16:00,1.72
5/25/82 16:00,1.72
5/26/82 16:00,1.7
5/27/82 16:00,1.69
5/28/82 16:00,1.66
6/1/82 16:00,1.67
6/2/82 16:00,1.66
6/3/82 16:00,1.63
6/4/82 16:00,1.63
6/7/82 16:00,1.61
6/8/82 16:00,1.61
6/9/82 16:00,1.59
6/10/82 16:00,1.61
6/11/82 16:00,1.66
6/14/82 16:00,1.63
6/15/82 16:00,1.64
6/16/82 16:00,1.61
6/17/82 16:00,1.61
6/18/82 16:00,1.59
6/21/82 16:00,1.59
6/22/82 16:00,1.61
6/23/82 16:00,1.63
6/24/82 16:00,1.61
6/25/82 16:00,1.59
6/28/82 16:00,1.58
6/29/82 16:00,1.59
6/30/82 16:00,1.59
7/1/82 16:00,1.59
7/2/82 16:00,1.58
7/6/82 16:00,1.58
7/7/82 16:00,1.59
7/8/82 16:00,1.56
7/9/82 16:00,1.56
7/12/82 16:00,1.56
7/13/82 16:00,1.56
7/14/82 16:00,1.56
7/15/82 16:00,1.56
7/16/82 16:00,1.56
7/19/82 16:00,1.56
7/20/82 16:00,1.56
7/21/82 16:00,1.56
7/22/82 16:00,1.53
7/23/82 16:00,1.53
7/26/82 16:00,1.55
7/27/82 16:00,1.55
7/28/82 16:00,1.53
7/29/82 16:00,1.5
7/30/82 16:00,1.5
8/2/82 16:00,1.52
8/3/82 16:00,1.56
8/4/82 16:00,1.52
8/5/82 16:00,1.52
8/6/82 16:00,1.5
8/9/82 16:00,1.48
8/10/82 16:00,1.5
8/11/82 16:00,1.48
8/12/82 16:00,1.48
8/13/82 16:00,1.5
8/16/82 16:00,1.5
8/17/82 16:00,1.52
8/18/82 16:00,1.56
8/19/82 16:00,1.56
8/20/82 16:00,1.56
8/23/82 16:00,1.63
8/24/82 16:00,1.61
8/25/82 16:00,1.59
8/26/82 16:00,1.7
8/27/82 16:00,1.69
8/30/82 16:00,1.66
8/31/82 16:00,1.66
9/1/82 16:00,1.66
9/2/82 16:00,1.64
9/3/82 16:00,1.63
9/7/82 16:00,1.58
9/8/82 16:00,1.58
9/9/82 16:00,1.59
9/10/82 16:00,1.63
9/13/82 16:00,1.63
9/14/82 16:00,1.64
9/15/82 16:00,1.69
9/16/82 16:00,1.75
9/17/82 16:00,1.73
9/20/82 16:00,1.75
9/21/82 16:00,1.77
9/22/82 16:00,1.78
9/23/82 16:00,1.81
9/24/82 16:00,1.81
9/27/82 16:00,1.81
9/28/82 16:00,1.83
9/29/82 16:00,1.86
9/30/82 16:00,1.84
10/1/82 16:00,1.88
10/4/82 16:00,1.88
10/5/82 16:00,1.89
10/6/82 16:00,1.95
10/7/82 16:00,2.05
10/8/82 16:00,2.06
10/11/82 16:00,2.17
10/12/82 16:00,2.14
10/13/82 16:00,2.17
10/14/82 16:00,2.16
10/15/82 16:00,2.14
10/18/82 16:00,2.19
10/19/82 16:00,2.27
10/20/82 16:00,2.33
10/21/82 16:00,2.39
10/22/82 16:00,2.47
10/25/82 16:00,2.38
10/26/82 16:00,2.39
10/27/82 16:00,2.48
10/28/82 16:00,2.47
10/29/82 16:00,2.44
11/1/82 16:00,2.48
11/2/82 16:00,2.5
11/3/82 16:00,2.55
11/4/82 16:00,2.53
11/5/82 16:00,2.53
11/8/82 16:00,2.5
11/9/82 16:00,2.45
11/10/82 16:00,2.45
11/11/82 16:00,2.44
11/12/82 16:00,2.42
11/15/82 16:00,2.38
11/16/82 16:00,2.33
11/17/82 16:00,2.38
11/18/82 16:00,2.38
11/19/82 16:00,2.31
11/22/82 16:00,2.28
11/23/82 16:00,2.3
11/24/82 16:00,2.3
11/26/82 16:00,2.36
11/29/82 16:00,2.31
11/30/82 16:00,2.31
12/1/82 16:00,2.34
12/2/82 16:00,2.34
12/3/82 16:00,2.39
12/6/82 16:00,2.45
12/7/82 16:00,2.5
12/8/82 16:00,2.45
12/9/82 16:00,2.47
12/10/82 16:00,2.39
12/13/82 16:00,2.42
12/14/82 16:00,2.36
12/15/82 16:00,2.22
12/16/82 16:00,2.28
12/17/82 16:00,2.33
12/20/82 16:00,2.33
12/21/82 16:00,2.36
12/22/82 16:00,2.44
12/23/82 16:00,2.47
12/27/82 16:00,2.45
12/28/82 16:00,2.44
12/29/82 16:00,2.44
12/30/82 16:00,2.42
12/31/82 16:00,2.34
1/3/83 16:00,2.38
1/4/83 16:00,2.41
1/5/83 16:00,2.44
1/6/83 16:00,2.39
1/7/83 16:00,2.39
1/10/83 16:00,2.41
1/11/83 16:00,2.41
1/12/83 16:00,2.41
1/13/83 16:00,2.41
1/14/83 16:00,2.44
1/17/83 16:00,2.42
1/18/83 16:00,2.44
1/19/83 16:00,2.42
1/20/83 16:00,2.41
1/21/83 16:00,2.38
1/24/83 16:00,2.34
1/25/83 16:00,2.38
1/26/83 16:00,2.38
1/27/83 16:00,2.41
1/28/83 16:00,2.41
1/31/83 16:00,2.44
2/1/83 16:00,2.45
2/2/83 16:00,2.48
2/3/83 16:00,2.52
2/4/83 16:00,2.48
2/7/83 16:00,2.52
2/8/83 16:00,2.5
2/9/83 16:00,2.48
2/10/83 16:00,2.47
2/11/83 16:00,2.5
2/14/83 16:00,2.56
2/15/83 16:00,2.81
2/16/83 16:00,2.8
2/17/83 16:00,2.86
2/18/83 16:00,2.91
2/22/83 16:00,2.81
2/23/83 16:00,2.8
2/24/83 16:00,2.77
2/25/83 16:00,2.75
2/28/83 16:00,2.72
3/1/83 16:00,2.7
3/2/83 16:00,2.72
3/3/83 16:00,2.72
3/4/83 16:00,2.77
3/7/83 16:00,2.77
3/8/83 16:00,2.75
3/9/83 16:00,2.73
3/10/83 16:00,2.77
3/11/83 16:00,2.77
3/14/83 16:00,2.75
3/15/83 16:00,2.73
3/16/83 16:00,2.69
3/17/83 16:00,2.7
3/18/83 16:00,2.72
