date,,,,,COST And EXPENSES,,,,,,,,EBITDA,,,,INCOME,,,,,,,,,EPS,,,,
,revenue,costOfRevenue,grossProfit,grossProfitRatio,,ResearchAndDevelopmentExpenses,GeneralAndAdministrativeExpenses,SellingAndMarketingExpenses,otherExpenses,operatingExpenses,costAndExpenses,interestExpense,,depreciationAndAmortization,EBITDA,EBITDARatio,,operatingIncome,operatingIncomeRatio,totalOtherIncomeExpensesNet,incomeBeforeTax,incomeBeforeTaxRatio,incomeTaxExpense,netIncome,netIncomeRatio,,EPS,EPSDiluted,weightedAverageShsOut,weightedAverageShsOutDil
1997-03-31_Q1,4138000000,1295000000,2843000000,0.687047,,0,1701000000,0,0,1701000000,2996000000,-47000000,,132000000,1516000000,0.366361,,1142000000,0.275979,336000000,1431000000,0.345819,444000000,987000000,0.238521,,0.2,0.2,5038000000,5038000000
1996-12-31_Q4,4476000000,1488000000,2988000000,0.66756,,0,1942000000,0,0,1942000000,3430000000,57000000,,159000000,1320000000,0.294906,,1046000000,0.233691,-17000000,1104000000,0.246649,342000000,762000000,0.170241,,0.15,0.15,4970000000,4970000000
1996-09-30_Q3,4687000000,1814000000,2873000000,0.612972,,0,2419000000,0,0,2419000000,4233000000,38000000,,239000000,1214000000,0.259014,,454000000,0.096864,32000000,937000000,0.199915,-30000000,967000000,0.206315,,0.14,0.14,4984000000,4984000000
1996-06-30_Q2,5286000000,1906000000,3380000000,0.639425,,0,1998000000,0,0,1998000000,3904000000,93000000,,123000000,1738000000,0.328793,,1382000000,0.261445,47000000,1522000000,0.28793,472000000,1050000000,0.198638,,0.21,0.21,4992000000,4992000000
1996-03-31_Q1,4224000000,1530000000,2694000000,0.637784,,0,1661000000,0,0,1661000000,3191000000,-25000000,,112000000,1120000000,0.265152,,1033000000,0.244555,25000000,1033000000,0.244555,320000000,713000000,0.168797,,0.14,0.14,5006000000,5006000000
1995-12-31_Q4,4442000000,1670000000,2772000000,0.624043,,0,1861000000,0,0,1935000000,3605000000,-4000000,,225000000,1146000000,0.257992,,837000000,0.188429,18000000,925000000,0.20824,277000000,648000000,0.14588,,0.13,0.13,5014000000,5014000000
1995-09-30_Q3,4895000000,1949000000,2946000000,0.601839,,0,1960000000,0,0,1886000000,3835000000,52000000,,118000000,1338000000,0.27334,,1060000000,0.216547,56000000,1168000000,0.238611,366000000,802000000,0.163841,,0.15,0.15,5036000000,5036000000
1995-06-30_Q2,4936000000,1876000000,3060000000,0.619935,,0,1810000000,0,0,1810000000,3686000000,63000000,,109000000,1476000000,0.299028,,1250000000,0.253241,-9000000,1304000000,0.264182,406000000,898000000,0.181929,,0.18,0.18,5060000000,5060000000
1995-03-31_Q1,3854000000,1445000000,2409000000,0.625065,,0,1530000000,0,0,1530000000,2975000000,31000000,,110000000,1072000000,0.278153,,879000000,0.228075,21000000,931000000,0.241567,293000000,638000000,0.165542,,0.13,0.13,5090000000,5090000000
1994-12-31_Q4,4026000000,1499000000,2527000000,0.62767,,0,1653000000,0,0,1653000000,3152000000,28000000,,120000000,976000000,0.242424,,874000000,0.217089,-74000000,828000000,0.205663,261000000,567000000,0.140835,,0.11,0.11,5132000000,5132000000
1994-09-30_Q3,4461000000,1760000000,2701000000,0.60547,,0,1701000000,0,0,1701000000,3461000000,38000000,,98000000,1169000000,0.262049,,1000000000,0.224165,-5000000,1033000000,0.231562,325000000,708000000,0.158709,,0.14,0.14,5156000000,5156000000
1994-06-30_Q2,4342000000,1667000000,2675000000,0.616076,,0,1605000000,0,0,1605000000,3272000000,51000000,,102000000,1260000000,0.290189,,1070000000,0.24643,-14000000,1107000000,0.254952,349000000,758000000,0.174574,,0.15,0.15,5168000000,5168000000
1994-03-31_Q1,3352000000,1242000000,2110000000,0.629475,,0,1338000000,0,0,1338000000,2580000000,-1000000,,91000000,850000000,0.25358,,772000000,0.23031,-11000000,760000000,0.22673,239000000,521000000,0.15543,,0.1,0.1,5184000000,5184000000
1993-12-31_Q4,3379000000,1260000000,2119000000,0.627109,,0,1476000000,0,0,1476000000,2736000000,-6000000,,97000000,770000000,0.227878,,643000000,0.190293,30000000,679000000,0.200947,213000000,466000000,0.137911,,0.09,0.09,5196000000,5196000000
1993-09-30_Q3,3629000000,1343000000,2286000000,0.629926,,0,1457000000,0,0,1457000000,2800000000,24000000,,90000000,984000000,0.271149,,829000000,0.228438,17000000,870000000,0.239735,280000000,590000000,0.162579,,0.11,0.11,5200000000,5200000000
1993-06-30_Q2,3899000000,1464000000,2435000000,0.624519,,0,1476000000,0,0,1476000000,2940000000,31000000,,85000000,1096000000,0.281098,,959000000,0.245961,-10000000,980000000,0.251346,302000000,678000000,0.173891,,0.13,0.13,5212000000,5212000000
1993-03-31_Q1,3056000000,1093000000,1963000000,0.642343,,0,1286000000,0,0,1286000000,2379000000,18000000,,88000000,750000000,0.245419,,677000000,0.221531,-39000000,656000000,0.21466,202000000,442000000,0.144634,,0.09,0.09,5224000000,5224000000
1992-12-31_Q4,3244000000,1264000000,1980000000,0.610358,,0,1397000000,0,0,1397000000,2661000000,4000000,,73000000,411000000,0.126695,,583000000,0.179716,-34000000,553000000,0.170469,174000000,160000000,0.049322,,0.07,0.07,5235000000,5235000000
1992-09-30_Q3,3508000000,1385000000,2123000000,0.605188,,0,1351000000,0,0,1351000000,2736000000,36000000,,89000000,914000000,0.260547,,772000000,0.220068,-19000000,789000000,0.224914,247000000,542000000,0.154504,,0.1,0.1,5255000000,5255000000
1992-06-30_Q2,3550000000,1373000000,2177000000,0.613239,,0,1345000000,0,0,1345000000,2718000000,4000000,,87000000,915000000,0.257746,,832000000,0.234366,-12000000,824000000,0.232113,259000000,565000000,0.159155,,0.11,0.11,5255000000,5255000000
1992-03-31_Q1,2772000000,1032000000,1740000000,0.627706,,0,1166000000,0,0,1166000000,2198000000,6000000,,73000000,423000000,0.152597,,574000000,0.207071,-17000000,563000000,0.203102,177000000,167000000,0.060245,,0.07,0.07,5307000000,5307000000
1991-12-31_Q4,2879000000,1191000000,1688000000,0.586315,,0,1201000000,0,0,1201000000,2392000000,-32000000,,49000000,564000000,0.195901,,487000000,0.169156,92000000,547000000,0.189997,189000000,358000000,0.124349,,0.07,0.07,5318000000,5318000000
1991-09-30_Q3,3172000000,1307000000,1865000000,0.587957,,0,1220000000,0,0,1220000000,2527000000,42000000,,43000000,750000000,0.236444,,645000000,0.203342,-22000000,665000000,0.209647,209000000,456000000,0.143758,,0.09,0.09,5329000000,5329000000
1991-06-30_Q2,3040000000,1186000000,1854000000,0.609868,,0,1160000000,0,0,1160000000,2346000000,25000000,,105000000,834000000,0.274342,,694000000,0.228289,-15000000,704000000,0.231579,221000000,483000000,0.158882,,0.09,0.09,5339000000,5339000000
1991-03-31_Q1,2481000000,964000000,1517000000,0.611447,,0,1023000000,0,0,1023000000,1987000000,-12000000,,64000000,520000000,0.209593,,494000000,0.199113,-14000000,468000000,0.188634,147000000,321000000,0.129383,,0.06,0.06,5342000000,5342000000
1990-12-31_Q4,2556000000,1075000000,1481000000,0.579421,,0,1059000000,0,0,1059000000,2134000000,24000000,,73000000,527000000,0.206182,,422000000,0.165102,-16000000,430000000,0.168232,135000000,295000000,0.115415,,0.05,0.05,5344000000,5344000000
1990-09-30_Q3,2793000000,1167000000,1626000000,0.58217,,0,1113000000,0,0,1113000000,2280000000,25000000,,59000000,660000000,0.236305,,513000000,0.183673,38000000,576000000,0.20623,180000000,396000000,0.141783,,0.07,0.07,5341000000,5341000000
1990-06-30_Q2,2739000000,1100000000,1639000000,0.598394,,0,1060000000,0,0,1060000000,2160000000,29000000,,51000000,677000000,0.247171,,579000000,0.211391,-11000000,597000000,0.217963,188000000,409000000,0.149325,,0.08,0.08,5339000000,5339000000
1990-03-31_Q1,2148000000,866000000,1282000000,0.596834,,0,844000000,0,0,844000000,1710000000,-27000000,,61000000,448000000,0.208566,,438000000,0.203911,3000000,414000000,0.192737,130000000,284000000,0.132216,,0.05,0.05,5371000000,5371000000
1989-12-31_Q4,2174000000,942000000,1232000000,0.566697,,0,850000000,0,0,850000000,1792000000,-16000000,,49000000,886000000,0.407544,,382000000,0.175713,-17000000,349000000,0.160534,117000000,736000000,0.338546,,0.04,0.04,5420000000,5420000000
1989-09-30_Q3,2207000000,900000000,1307000000,0.592207,,0,848000000,0,0,787000000,1687000000,-1000000,,135000000,666000000,0.301767,,520000000,0.235614,8000000,527000000,0.238786,170000000,362000000,0.164024,,0.06,0.06,5505000000,5505000000
