date,revenue,costOfRevenue,grossProfit,grossProfitRatio,ResearchAndDevelopmentExpenses,GeneralAndAdministrativeExpenses,SellingAndMarketingExpenses,otherExpenses,operatingExpenses,costAndExpenses,interestExpense,depreciationAndAmortization,EBITDA,EBITDARatio,operatingIncome,operatingIncomeRatio,totalOtherIncomeExpensesNet,incomeBeforeTax,incomeBeforeTaxRatio,incomeTaxExpense,netIncome,netIncomeRatio,EPS,EPSDiluted,weightedAverageShsOut,weightedAverageShsOutDil
2001-03-31_Q1,15087000000,6762000000,8325000000,0.5518,0,6445000000,0,0,13207000000,0,6762000000,730000000,9347000000,0,1880000000,0,0,1880000000,0,656000000,1199000000,0,0.7,0.7,2033000000,2033000000
2000-12-31_Q4,16004000000,7461000000,8543000000,0.533804,0,7453000000,0,0,14914000000,0,7461000000,1181000000,9732000000,0,1090000000,0,0,1090000000,0,382000000,708000000,0,0.76,0.76,2022000000,2022000000
2000-09-30_Q3,9476000000,4376000000,5100000000,0.538202,0,4040000000,0,0,8416000000,0,4376000000,251000000,5687000000,0,1060000000,0,0,1060000000,0,476000000,584000000,0,0.43,0.43,1332000000,1332000000
2000-06-30_Q2,9115000000,3699000000,5416000000,0.594185,0,3739000000,0,0,7438000000,0,3699000000,720000000,6096000000,0,1677000000,0,0,1677000000,0,586000000,1091000000,0,0.85,0.85,1260000000,1260000000
2000-03-31_Q1,9373000000,3448000000,5925000000,0.632135,0,3832000000,0,0,7280000000,0,3448000000,393000000,5934000000,0,2093000000,0,0,2093000000,0,733000000,1360000000,0,1.06,1.06,1266000000,1266000000
1999-12-31_Q4,9382000000,3116000000,6266000000,0.667875,0,3681000000,0,0,6797000000,0,3116000000,-301000000,5400000000,0,2585000000,0,0,2585000000,0,892000000,1693000000,0,1.32,1.32,1268000000,1268000000
1999-09-30_Q3,8017000000,2826000000,5191000000,0.647499,0,3379000000,0,0,6205000000,0,2826000000,712000000,5350000000,0,1812000000,0,0,1812000000,0,625000000,1187000000,0,0.92,0.92,1275000000,1275000000
1999-06-30_Q2,12718000000,5016000000,7702000000,0.605598,0,4768000000,0,0,9784000000,0,5016000000,742000000,8692000000,0,2934000000,0,0,2934000000,0,1037000000,1897000000,0,0.93,0.93,2020000000,2020000000
1999-03-31_Q1,12826000000,5191000000,7635000000,0.595275,0,4893000000,0,0,10084000000,0,5191000000,792000000,8725000000,0,2742000000,0,0,2742000000,0,969000000,1773000000,0,0.86,0.86,2035000000,2035000000
1998-12-31_Q4,12663000000,5982000000,6681000000,0.5276,0,4792000000,0,0,10774000000,0,5982000000,160000000,8031000000,0,1889000000,0,0,1889000000,0,654000000,1235000000,0,0.6,0.6,2013000000,2013000000
1998-09-30_Q3,11687000000,6143000000,5544000000,0.474373,0,4043000000,0,0,10186000000,0,6143000000,724000000,8368000000,0,1501000000,0,0,1501000000,0,508000000,993000000,0,0.47,0.47,2034000000,2034000000
1998-06-30_Q2,13311000000,6403000000,6908000000,0.518969,0,4466000000,0,0,10869000000,0,6403000000,639000000,9484000000,0,2442000000,0,0,2442000000,0,887000000,1555000000,0,0.74,0.74,2054000000,2054000000
1998-03-31_Q1,13175000000,6555000000,6620000000,0.502467,0,5105000000,0,0,11660000000,0,6555000000,392000000,8462000000,0,1515000000,0,0,1515000000,0,553000000,962000000,0,0.45,0.45,2036000000,2036000000
1997-12-31_Q4,12310000000,6540000000,5770000000,0.468725,0,4009000000,0,0,10549000000,0,6540000000,264000000,8565000000,0,1761000000,0,0,1761000000,0,616000000,1145000000,0,0.53,0.53,2064000000,2064000000
1997-09-30_Q3,12469000000,6138000000,6331000000,0.507739,0,4183000000,0,0,10321000000,0,6138000000,379000000,8665000000,0,2148000000,0,0,2148000000,0,770000000,1378000000,0,0.65,0.65,2037000000,2037000000
1997-06-30_Q2,11829000000,5885000000,5944000000,0.502494,0,3914000000,0,0,9799000000,0,5885000000,406000000,8321000000,0,2030000000,0,0,2030000000,0,731000000,1299000000,0,0.61,0.61,2037000000,2037000000
1997-03-31_Q1,11499000000,5516000000,5983000000,0.520306,0,3858000000,0,0,9374000000,0,5516000000,446000000,8087000000,0,2125000000,0,0,2125000000,0,774000000,1351000000,0,0.62,0.62,2079000000,2079000000
1996-12-31_Q4,11241000000,5498000000,5743000000,0.510898,0,3786000000,0,0,9284000000,0,5498000000,311000000,7766000000,0,1957000000,0,0,1957000000,0,702000000,1255000000,0,0.55,0.55,2178000000,2178000000
1996-09-30_Q3,10573000000,5099000000,5474000000,0.517734,0,3677000000,0,0,8776000000,0,5099000000,425000000,7321000000,0,1797000000,0,0,1797000000,0,663000000,1134000000,0,0.51,0.51,2100000000,2100000000
1996-06-30_Q2,10643000000,4928000000,5715000000,0.536973,0,3678000000,0,0,8606000000,0,4928000000,343000000,7308000000,0,2037000000,0,0,2037000000,0,741000000,1296000000,0,0.59,0.59,2096000000,2096000000
1996-03-31_Q1,10830000000,5055000000,5775000000,0.533241,0,5423000000,0,0,10478000000,0,5055000000,485000000,5892000000,0,352000000,0,0,352000000,0,2000000,350000000,0,0.14,0.14,2089000000,2089000000
1995-12-31_Q4,10519000000,5158000000,5361000000,0.509649,0,3540000000,0,0,8698000000,0,5158000000,389000000,7368000000,0,1821000000,0,0,1821000000,0,628000000,1193000000,0,0.52,0.52,2188000000,2188000000
1995-09-30_Q3,10126000000,4798000000,5328000000,0.52617,0,3546000000,0,0,8344000000,0,4798000000,326000000,6906000000,0,1782000000,0,0,1782000000,0,658000000,1124000000,0,0.5,0.5,2112000000,2112000000
1995-06-30_Q2,9972000000,4769000000,5203000000,0.521761,0,3538000000,0,0,8307000000,0,4769000000,305000000,6739000000,0,1665000000,0,0,1665000000,0,621000000,1044000000,0,0.48,0.48,2065000000,2065000000
1995-03-31_Q1,9654000000,4682000000,4972000000,0.51502,0,3522000000,0,0,8204000000,0,4682000000,298000000,6419000000,0,1450000000,0,0,1450000000,0,545000000,894000000,0,0.41,0.41,2034000000,2034000000
1994-12-31_Q4,8980000000,4191000000,4789000000,0.533296,0,4006000000,0,0,8197000000,0,4191000000,255000000,5229000000,0,783000000,0,0,783000000,0,182000000,601000000,0,0.24,0.24,2203000000,2203000000
