date,,,,,COST And EXPENSES,,,,,,,,EBITDA,,,,INCOME,,,,,,,,,EPS,,,,
,revenue,costOfRevenue,grossProfit,grossProfitRatio,,ResearchAndDevelopmentExpenses,GeneralAndAdministrativeExpenses,SellingAndMarketingExpenses,otherExpenses,operatingExpenses,costAndExpenses,interestExpense,,depreciationAndAmortization,EBITDA,EBITDARatio,,operatingIncome,operatingIncomeRatio,totalOtherIncomeExpensesNet,incomeBeforeTax,incomeBeforeTaxRatio,incomeTaxExpense,netIncome,netIncomeRatio,,EPS,EPSDiluted,weightedAverageShsOut,weightedAverageShsOutDil
2001-06-30_Q2,11477000000,6226000000,5251000000,0.457524,,0,0,0,0,2174000000,8400000000,309000000,,2174000000,5697000000,0.496384,,3077000000,0.268101,-164000000,3222000000,0.280735,1143000000,2071000000,0.180448,,0.61,0.61,3395000000,3395000000
2001-03-31_Q1,11190000000,6083000000,5107000000,0.45639,,0,0,0,0,2448000000,8531000000,120000000,,2448000000,5443000000,0.486416,,2659000000,0.237623,106000000,2885000000,0.257819,1021000000,1854000000,0.165684,,0.55,0.55,3413000000,3413000000
2000-12-31_Q4,12208000000,7580000000,4628000000,0.379096,,0,0,0,0,2805000000,10385000000,56000000,,2805000000,5171000000,0.423575,,1823000000,0.149328,431000000,2310000000,0.18922,1015000000,1295000000,0.106078,,0.38,0.38,3437000000,3437000000
2000-09-30_Q3,13422000000,8213000000,5209000000,0.388094,,0,0,0,0,2363000000,10576000000,-123000000,,2363000000,6944000000,0.51736,,2846000000,0.21204,1981000000,4704000000,0.350469,1705000000,2999000000,0.223439,,0.88,0.88,3425000000,3425000000
2000-06-30_Q2,13191000000,7876000000,5315000000,0.402926,,0,0,0,0,2317000000,10193000000,-217000000,,2317000000,5013000000,0.380032,,2998000000,0.227276,132000000,2913000000,0.220832,1062000000,1851000000,0.140323,,0.54,0.54,3438000000,3438000000
2000-03-31_Q1,12553000000,7214000000,5339000000,0.425317,,0,0,0,0,2263000000,9477000000,-132000000,,2263000000,5092000000,0.40564,,3076000000,0.245041,17000000,2961000000,0.23588,1139000000,1822000000,0.145145,,0.53,0.53,3432000000,3432000000
1999-12-31_Q4,12906000000,7873000000,5033000000,0.389974,,0,0,0,0,2175000000,10048000000,104000000,,2175000000,6395000000,0.495506,,2858000000,0.221447,-225000000,2737000000,0.212072,1010000000,3106000000,0.240663,,0.5,0.5,3451000000,3451000000
1999-09-30_Q3,12545000000,7640000000,4905000000,0.390992,,0,0,0,0,2443000000,10083000000,-145000000,,2443000000,4586000000,0.365564,,2462000000,0.196253,-29000000,2288000000,0.182383,1153000000,1135000000,0.090474,,0.33,0.33,3463000000,3463000000
1999-06-30_Q2,12268000000,7048000000,5220000000,0.425497,,0,0,0,0,1993000000,9041000000,-165000000,,1993000000,4867000000,0.396723,,3227000000,0.263042,-23000000,3039000000,0.247718,1101000000,1938000000,0.157972,,0.56,0.56,3461000000,3461000000
1999-03-31_Q1,11812000000,6819000000,4993000000,0.422706,,0,0,0,0,1942000000,8761000000,-185000000,,1942000000,4753000000,0.402387,,3051000000,0.258297,-77000000,2789000000,0.236116,1016000000,1980000000,0.167626,,0.51,0.51,3457000000,3457000000
1998-12-31_Q4,25106000000,15214000000,9892000000,0.394009,,0,0,0,0,4164000000,19378000000,-413000000,,4164000000,10681000000,0.425436,,5728000000,0.228153,1675000000,6990000000,0.27842,2507000000,4423000000,0.176173,,0.57,0.57,7852000000,7852000000
1998-09-30_Q3,7216000000,4072000000,3144000000,0.435698,,0,0,0,0,1241000000,5313000000,-189000000,,1241000000,3053000000,0.423088,,1903000000,0.26372,287000000,2001000000,0.2773,739000000,1262000000,0.174889,,0.64,0.64,1980000000,1980000000
1998-06-30_Q2,7030000000,3978000000,3052000000,0.434139,,0,0,0,0,1235000000,5213000000,-187000000,,1235000000,2639000000,0.375391,,1817000000,0.258464,-39000000,1591000000,0.226316,571000000,1020000000,0.145092,,0.51,0.51,1985000000,1985000000
1998-03-31_Q1,6855000000,3879000000,2976000000,0.434136,,0,0,0,0,1201000000,5080000000,-203000000,,1201000000,2546000000,0.371408,,1775000000,0.258935,-39000000,1533000000,0.223632,563000000,985000000,0.143691,,0.49,0.49,1983000000,1983000000
1997-12-31_Q4,6633000000,2728000000,3905000000,0.588723,,0,1738000000,0,0,2860000000,5588000000,-254000000,,3977000000,4594000000,0.692598,,1045000000,0.157546,80000000,871000000,0.131313,283000000,588000000,0.088648,,0.31,0.31,1899000000,1899000000
1997-09-30_Q3,6345000000,2365000000,3980000000,0.627266,,0,1422000000,0,0,2508000000,4873000000,-240000000,,1086000000,2114000000,0.333176,,1472000000,0.231994,36000000,1268000000,0.199842,452000000,816000000,0.128605,,0.44,0.44,1844000000,1844000000
1997-06-30_Q2,5921000000,2223000000,3698000000,0.624557,,0,2985000000,0,0,4631000000,6854000000,-245000000,,1646000000,214000000,0.036143,,-933000000,-0.157575,-9000000,-1187000000,-0.200473,-400000000,-787000000,-0.132917,,-0.43,-0.43,1826000000,1826000000
1997-03-31_Q1,5973000000,2173000000,3800000000,0.636196,,0,1146000000,0,0,2214000000,4387000000,-208000000,,1068000000,2245000000,0.375858,,1586000000,0.265528,7000000,1385000000,0.231877,528000000,857000000,0.143479,,0.47,0.47,1838000000,1838000000
1996-12-31_Q4,6176000000,2306000000,3870000000,0.626619,,0,1474000000,0,0,2513000000,4819000000,-194000000,,1396000000,2359000000,0.381962,,1357000000,0.219722,-6000000,1157000000,0.187338,436000000,721000000,0.116742,,0.39,0.39,1870000000,1870000000
1996-09-30_Q3,5957000000,2075000000,3882000000,0.65167,,0,1309000000,0,0,2350000000,4425000000,-193000000,,1041000000,2235000000,0.375189,,1532000000,0.257176,48000000,1387000000,0.232835,520000000,867000000,0.145543,,0.47,0.47,1844000000,1844000000
1996-06-30_Q2,5738000000,1937000000,3801000000,0.662426,,0,1294000000,0,0,2312000000,4249000000,-213000000,,1483000000,2582000000,0.449983,,1489000000,0.259498,36000000,1312000000,0.228651,509000000,803000000,0.139944,,0.43,0.43,1846000000,1846000000
1996-03-31_Q1,5574000000,1932000000,3642000000,0.653391,,0,1173000000,0,0,2184000000,4116000000,-212000000,,546000000,1717000000,0.308037,,1458000000,0.261572,47000000,1293000000,0.23197,495000000,888000000,0.159311,,0.43,0.43,1846000000,1846000000
1995-12-31_Q4,3443000000,1093000000,2350000000,0.682544,,0,1101000000,0,0,1658000000,2751000000,-126000000,,2421000000,3035000000,0.881499,,692000000,0.200988,174000000,740000000,0.214929,222000000,518000000,0.15045,,0.42,0.42,1219000000,1219000000
1995-09-30_Q3,3292000000,964000000,2329000000,0.707473,,0,904000000,0,0,1445000000,2409000000,-129000000,,541000000,-1607000000,-0.488153,,883000000,0.268226,46000000,800000000,0.243013,266000000,-2285000000,-0.694107,,0.44,0.44,1220000000,1220000000
1995-06-30_Q2,3025000000,882000000,2143000000,0.70843,,0,850000000,0,0,1389000000,2271000000,-126000000,,540000000,1082000000,0.357686,,754000000,0.249256,40000000,668000000,0.220826,226000000,442000000,0.146116,,0.36,0.36,1216000000,1216000000
1995-03-31_Q1,2910000000,868000000,2042000000,0.701718,,0,802000000,0,0,1334000000,2202000000,-134000000,,532000000,982000000,0.337457,,708000000,0.243299,10000000,584000000,0.200687,189000000,395000000,0.135739,,0.33,0.33,1215000000,1215000000
1994-12-31_Q4,3208000000,1081000000,2126000000,0.662718,,0,824000000,0,0,1359000000,2440000000,-130000000,,535000000,994000000,0.30985,,768000000,0.239401,-49000000,589000000,0.183603,164000000,425000000,0.132481,,0.35,0.35,1202000000,1202000000
1994-09-30_Q3,3000000000,959000000,2041000000,0.680333,,0,764000000,0,0,1271000000,2230000000,-117000000,,506000000,1110000000,0.37,,770000000,0.256667,67000000,720000000,0.24,240000000,481000000,0.160333,,0.4,0.4,1203000000,1203000000
1994-06-30_Q2,2765000000,867000000,1898000000,0.686438,,0,739000000,0,0,1244000000,2111000000,-117000000,,505000000,975000000,0.352622,,654000000,0.236528,50000000,586000000,0.211935,201000000,386000000,0.139602,,0.32,0.32,1203000000,1203000000
1994-03-31_Q1,2646000000,840000000,1807000000,0.682918,,0,716000000,0,0,1208000000,2048000000,-116000000,,492000000,915000000,0.345805,,598000000,0.226002,56000000,539000000,0.203704,181000000,358000000,0.135299,,0.3,0.3,1204000000,1204000000
1993-12-31_Q4,2898000000,923000000,1975000000,0.681504,,0,776000000,0,0,1346000000,2269000000,-114000000,,571000000,1006000000,0.347136,,629000000,0.217046,34000000,549000000,0.189441,163000000,386000000,0.133195,,0.32,0.32,1200000000,1200000000
1993-09-30_Q3,2795000000,874000000,1922000000,0.687657,,0,782000000,0,0,1266000000,2140000000,-124000000,,484000000,927000000,0.331664,,655000000,0.234347,56000000,587000000,0.210018,178000000,389000000,0.139177,,0.34,0.34,1198000000,1198000000
1993-06-30_Q2,2539000000,804000000,1735000000,0.68334,,0,681000000,0,0,1160000000,1964000000,-131000000,,480000000,790000000,0.311146,,575000000,0.226467,41000000,485000000,0.19102,147000000,294000000,0.115794,,0.28,0.28,1200000000,1200000000
1993-03-31_Q1,2458000000,787000000,1670000000,0.679414,,0,677000000,0,0,1150000000,1937000000,-128000000,,472000000,-1433000000,-0.582994,,521000000,0.211961,47000000,439000000,0.1786,137000000,-1914000000,-0.778682,,0.25,0.25,1200000000,1200000000
1992-12-31_Q4,2722000000,1016000000,1706000000,0.626745,,0,643000000,0,0,1107000000,2123000000,-129000000,,463000000,846000000,0.310801,,600000000,0.220426,42000000,512000000,0.188097,162000000,350000000,0.128582,,0.29,0.29,1200000000,1200000000
1992-09-30_Q3,2618000000,874000000,1744000000,0.666157,,0,647000000,0,0,1108000000,1982000000,-132000000,,461000000,881000000,0.336516,,636000000,0.242934,48000000,552000000,0.210848,166000000,386000000,0.147441,,0.32,0.32,1200000000,1200000000
1992-06-30_Q2,2389000000,795000000,1594000000,0.667225,,0,601000000,0,0,1075000000,1870000000,-134000000,,474000000,773000000,0.323566,,519000000,0.217246,48000000,432000000,0.180829,128000000,305000000,0.127668,,0.25,0.25,1201000000,1201000000
1992-03-31_Q1,2287000000,739000000,1548000000,0.676869,,0,661000000,0,0,1105000000,1844000000,-135000000,,444000000,683000000,0.298645,,444000000,0.194141,65000000,373000000,0.163096,112000000,262000000,0.114561,,0.22,0.22,1201000000,1201000000
1991-12-31_Q4,2522000000,868000000,1655000000,0.656225,,0,630000000,0,0,1065000000,1933000000,-96000000,,435000000,796000000,0.315623,,589000000,0.233545,-36000000,457000000,0.181205,141000000,316000000,0.125297,,0.26,0.26,1200000000,1200000000
1991-09-30_Q3,2424000000,798000000,1626000000,0.670792,,0,557000000,0,0,993000000,1791000000,-157000000,,436000000,811000000,0.334571,,632000000,0.260726,56000000,532000000,0.219472,169000000,363000000,0.149752,,0.3,0.3,1200000000,1200000000
1991-06-30_Q2,2243000000,752000000,1490000000,0.664289,,0,551000000,0,0,1002000000,1754000000,-164000000,,451000000,569000000,0.253678,,489000000,0.218012,37000000,362000000,0.161391,109000000,173000000,0.077129,,0.21,0.21,1201000000,1201000000
1991-03-31_Q1,2143000000,742000000,1401000000,0.653756,,0,535000000,0,0,978000000,1720000000,-162000000,,443000000,574000000,0.267849,,423000000,0.197387,32000000,293000000,0.136724,69000000,224000000,0.104526,,0.19,0.19,1200000000,1200000000
1990-12-31_Q4,2446000000,918000000,1528000000,0.624693,,0,619000000,0,0,1029000000,1947000000,-102000000,,1691000000,1967000000,0.80417,,499000000,0.204007,-20000000,378000000,0.154538,110000000,268000000,0.109567,,0.22,0.22,1202000000,1202000000
1990-09-30_Q3,2368000000,797000000,1571000000,0.663429,,0,541000000,0,0,978000000,1775000000,-149000000,,-843000000,-528000000,-0.222973,,593000000,0.250422,20000000,464000000,0.195946,140000000,324000000,0.136824,,0.27,0.27,1202000000,1202000000
1990-06-30_Q2,2170000000,757000000,1413000000,0.651152,,0,512000000,0,0,926000000,1683000000,-149000000,,414000000,626000000,0.288479,,486000000,0.223963,23000000,360000000,0.165899,98000000,263000000,0.121198,,0.22,0.22,1202000000,1202000000
1990-03-31_Q1,2129000000,731000000,1398000000,0.656646,,0,505000000,0,0,934000000,1665000000,-131000000,,429000000,638000000,0.299671,,464000000,0.217943,6000000,340000000,0.159699,92000000,248000000,0.116487,,0.21,0.21,1202000000,1202000000
1989-12-31_Q4,2323000000,781000000,1542000000,0.663797,,0,516000000,0,0,991000000,1772000000,-142000000,,1891000000,2166000000,0.932415,,551000000,0.237193,8000000,417000000,0.179509,120000000,297000000,0.127852,,0.25,0.25,1203000000,1203000000
1989-09-30_Q3,2209000000,753000000,1456000000,0.659122,,0,462000000,0,0,931000000,1684000000,-148000000,,0,241000000,0.109099,,525000000,0.237664,12000000,389000000,0.176098,94000000,295000000,0.133545,,0.25,0.25,1202000000,1202000000
1989-06-30_Q2,2141000000,696000000,1444000000,0.674451,,0,484000000,0,0,965000000,1661000000,-146000000,,0,209000000,0.097618,,480000000,0.224194,20000000,354000000,0.165343,93000000,262000000,0.122373,,0.22,0.22,1202000000,1202000000
