Date,Close,revenue,costOfRevenue,grossProfit,grossProfitRatio,ResearchAndDevelopmentExpenses,GeneralAndAdministrativeExpenses,SellingAndMarketingExpenses,otherExpenses,operatingExpenses,costAndExpenses,interestExpense,depreciationAndAmortization,EBITDA,EBITDARatio,operatingIncome,operatingIncomeRatio,totalOtherIncomeExpensesNet,incomeBeforeTax,incomeBeforeTaxRatio,incomeTaxExpense,netIncome,netIncomeRatio,EPS,EPSDiluted,weightedAverageShsOut,weightedAverageShsOutDil
1/2/80 16:00,1.69,1253000000,755000000,498000000,0.397446,0,371000000,0,0,1126000000,0,755000000,0,881000000,0,126000000,0,0,126000000,0,34000000,92000000,0,0.46,0.46,201000000,201000000
1/3/80 16:00,1.67,1253000000,755000000,498000000,0.397446,0,371000000,0,0,1126000000,0,755000000,0,881000000,0,126000000,0,0,126000000,0,34000000,92000000,0,0.46,0.46,201000000,201000000
1/4/80 16:00,1.67,1253000000,755000000,498000000,0.397446,0,371000000,0,0,1126000000,0,755000000,0,881000000,0,126000000,0,0,126000000,0,34000000,92000000,0,0.46,0.46,201000000,201000000
1/7/80 16:00,1.69,1253000000,755000000,498000000,0.397446,0,371000000,0,0,1126000000,0,755000000,0,881000000,0,126000000,0,0,126000000,0,34000000,92000000,0,0.46,0.46,201000000,201000000
1/8/80 16:00,1.67,1253000000,755000000,498000000,0.397446,0,371000000,0,0,1126000000,0,755000000,0,881000000,0,126000000,0,0,126000000,0,34000000,92000000,0,0.46,0.46,201000000,201000000
1/9/80 16:00,1.75,1253000000,755000000,498000000,0.397446,0,371000000,0,0,1126000000,0,755000000,0,881000000,0,126000000,0,0,126000000,0,34000000,92000000,0,0.46,0.46,201000000,201000000
1/10/80 16:00,1.72,1253000000,755000000,498000000,0.397446,0,371000000,0,0,1126000000,0,755000000,0,881000000,0,126000000,0,0,126000000,0,34000000,92000000,0,0.46,0.46,201000000,201000000
1/11/80 16:00,1.72,1253000000,755000000,498000000,0.397446,0,371000000,0,0,1126000000,0,755000000,0,881000000,0,126000000,0,0,126000000,0,34000000,92000000,0,0.46,0.46,201000000,201000000
1/14/80 16:00,1.72,1253000000,755000000,498000000,0.397446,0,371000000,0,0,1126000000,0,755000000,0,881000000,0,126000000,0,0,126000000,0,34000000,92000000,0,0.46,0.46,201000000,201000000
1/15/80 16:00,1.73,1253000000,755000000,498000000,0.397446,0,371000000,0,0,1126000000,0,755000000,0,881000000,0,126000000,0,0,126000000,0,34000000,92000000,0,0.46,0.46,201000000,201000000
1/16/80 16:00,1.77,1253000000,755000000,498000000,0.397446,0,371000000,0,0,1126000000,0,755000000,0,881000000,0,126000000,0,0,126000000,0,34000000,92000000,0,0.46,0.46,201000000,201000000
1/17/80 16:00,1.77,1253000000,755000000,498000000,0.397446,0,371000000,0,0,1126000000,0,755000000,0,881000000,0,126000000,0,0,126000000,0,34000000,92000000,0,0.46,0.46,201000000,201000000
1/18/80 16:00,1.78,1253000000,755000000,498000000,0.397446,0,371000000,0,0,1126000000,0,755000000,0,881000000,0,126000000,0,0,126000000,0,34000000,92000000,0,0.46,0.46,201000000,201000000
1/21/80 16:00,1.88,1253000000,755000000,498000000,0.397446,0,371000000,0,0,1126000000,0,755000000,0,881000000,0,126000000,0,0,126000000,0,34000000,92000000,0,0.46,0.46,201000000,201000000
1/22/80 16:00,1.89,1253000000,755000000,498000000,0.397446,0,371000000,0,0,1126000000,0,755000000,0,881000000,0,126000000,0,0,126000000,0,34000000,92000000,0,0.46,0.46,201000000,201000000
1/23/80 16:00,1.88,1253000000,755000000,498000000,0.397446,0,371000000,0,0,1126000000,0,755000000,0,881000000,0,126000000,0,0,126000000,0,34000000,92000000,0,0.46,0.46,201000000,201000000
1/24/80 16:00,1.77,1253000000,755000000,498000000,0.397446,0,371000000,0,0,1126000000,0,755000000,0,881000000,0,126000000,0,0,126000000,0,34000000,92000000,0,0.46,0.46,201000000,201000000
1/25/80 16:00,1.75,1253000000,755000000,498000000,0.397446,0,371000000,0,0,1126000000,0,755000000,0,881000000,0,126000000,0,0,126000000,0,34000000,92000000,0,0.46,0.46,201000000,201000000
1/28/80 16:00,1.75,1253000000,755000000,498000000,0.397446,0,371000000,0,0,1126000000,0,755000000,0,881000000,0,126000000,0,0,126000000,0,34000000,92000000,0,0.46,0.46,201000000,201000000
1/29/80 16:00,1.77,1253000000,755000000,498000000,0.397446,0,371000000,0,0,1126000000,0,755000000,0,881000000,0,126000000,0,0,126000000,0,34000000,92000000,0,0.46,0.46,201000000,201000000
1/30/80 16:00,1.72,1253000000,755000000,498000000,0.397446,0,371000000,0,0,1126000000,0,755000000,0,881000000,0,126000000,0,0,126000000,0,34000000,92000000,0,0.46,0.46,201000000,201000000
1/31/80 16:00,1.75,1253000000,755000000,498000000,0.397446,0,371000000,0,0,1126000000,0,755000000,0,881000000,0,126000000,0,0,126000000,0,34000000,92000000,0,0.46,0.46,201000000,201000000
2/1/80 16:00,1.69,1253000000,755000000,498000000,0.397446,0,371000000,0,0,1126000000,0,755000000,0,881000000,0,126000000,0,0,126000000,0,34000000,92000000,0,0.46,0.46,201000000,201000000
2/4/80 16:00,1.67,1253000000,755000000,498000000,0.397446,0,371000000,0,0,1126000000,0,755000000,0,881000000,0,126000000,0,0,126000000,0,34000000,92000000,0,0.46,0.46,201000000,201000000
2/5/80 16:00,1.66,1253000000,755000000,498000000,0.397446,0,371000000,0,0,1126000000,0,755000000,0,881000000,0,126000000,0,0,126000000,0,34000000,92000000,0,0.46,0.46,201000000,201000000
2/6/80 16:00,1.64,1253000000,755000000,498000000,0.397446,0,371000000,0,0,1126000000,0,755000000,0,881000000,0,126000000,0,0,126000000,0,34000000,92000000,0,0.46,0.46,201000000,201000000
2/7/80 16:00,1.7,1253000000,755000000,498000000,0.397446,0,371000000,0,0,1126000000,0,755000000,0,881000000,0,126000000,0,0,126000000,0,34000000,92000000,0,0.46,0.46,201000000,201000000
2/8/80 16:00,1.69,1253000000,755000000,498000000,0.397446,0,371000000,0,0,1126000000,0,755000000,0,881000000,0,126000000,0,0,126000000,0,34000000,92000000,0,0.46,0.46,201000000,201000000
2/11/80 16:00,1.64,1253000000,755000000,498000000,0.397446,0,371000000,0,0,1126000000,0,755000000,0,881000000,0,126000000,0,0,126000000,0,34000000,92000000,0,0.46,0.46,201000000,201000000
2/12/80 16:00,1.69,1253000000,755000000,498000000,0.397446,0,371000000,0,0,1126000000,0,755000000,0,881000000,0,126000000,0,0,126000000,0,34000000,92000000,0,0.46,0.46,201000000,201000000
2/13/80 16:00,1.66,1253000000,755000000,498000000,0.397446,0,371000000,0,0,1126000000,0,755000000,0,881000000,0,126000000,0,0,126000000,0,34000000,92000000,0,0.46,0.46,201000000,201000000
2/14/80 16:00,1.66,1253000000,755000000,498000000,0.397446,0,371000000,0,0,1126000000,0,755000000,0,881000000,0,126000000,0,0,126000000,0,34000000,92000000,0,0.46,0.46,201000000,201000000
2/15/80 16:00,1.56,1253000000,755000000,498000000,0.397446,0,371000000,0,0,1126000000,0,755000000,0,881000000,0,126000000,0,0,126000000,0,34000000,92000000,0,0.46,0.46,201000000,201000000
2/19/80 16:00,1.59,1253000000,755000000,498000000,0.397446,0,371000000,0,0,1126000000,0,755000000,0,881000000,0,126000000,0,0,126000000,0,34000000,92000000,0,0.46,0.46,201000000,201000000
2/20/80 16:00,1.63,1253000000,755000000,498000000,0.397446,0,371000000,0,0,1126000000,0,755000000,0,881000000,0,126000000,0,0,126000000,0,34000000,92000000,0,0.46,0.46,201000000,201000000
2/21/80 16:00,1.53,1253000000,755000000,498000000,0.397446,0,371000000,0,0,1126000000,0,755000000,0,881000000,0,126000000,0,0,126000000,0,34000000,92000000,0,0.46,0.46,201000000,201000000
2/22/80 16:00,1.48,1253000000,755000000,498000000,0.397446,0,371000000,0,0,1126000000,0,755000000,0,881000000,0,126000000,0,0,126000000,0,34000000,92000000,0,0.46,0.46,201000000,201000000
2/25/80 16:00,1.47,1253000000,755000000,498000000,0.397446,0,371000000,0,0,1126000000,0,755000000,0,881000000,0,126000000,0,0,126000000,0,34000000,92000000,0,0.46,0.46,201000000,201000000
2/26/80 16:00,1.47,1253000000,755000000,498000000,0.397446,0,371000000,0,0,1126000000,0,755000000,0,881000000,0,126000000,0,0,126000000,0,34000000,92000000,0,0.46,0.46,201000000,201000000
2/27/80 16:00,1.48,1253000000,755000000,498000000,0.397446,0,371000000,0,0,1126000000,0,755000000,0,881000000,0,126000000,0,0,126000000,0,34000000,92000000,0,0.46,0.46,201000000,201000000
2/28/80 16:00,1.5,1253000000,755000000,498000000,0.397446,0,371000000,0,0,1126000000,0,755000000,0,881000000,0,126000000,0,0,126000000,0,34000000,92000000,0,0.46,0.46,201000000,201000000
2/29/80 16:00,1.53,1253000000,755000000,498000000,0.397446,0,371000000,0,0,1126000000,0,755000000,0,881000000,0,126000000,0,0,126000000,0,34000000,92000000,0,0.46,0.46,201000000,201000000
3/3/80 16:00,1.5,1253000000,755000000,498000000,0.397446,0,371000000,0,0,1126000000,0,755000000,0,881000000,0,126000000,0,0,126000000,0,34000000,92000000,0,0.46,0.46,201000000,201000000
3/4/80 16:00,1.45,1253000000,755000000,498000000,0.397446,0,371000000,0,0,1126000000,0,755000000,0,881000000,0,126000000,0,0,126000000,0,34000000,92000000,0,0.46,0.46,201000000,201000000
3/5/80 16:00,1.42,1253000000,755000000,498000000,0.397446,0,371000000,0,0,1126000000,0,755000000,0,881000000,0,126000000,0,0,126000000,0,34000000,92000000,0,0.46,0.46,201000000,201000000
